"","Age","Gender","Impressions","Clicks","Signed_In","CTR","ageGroup","CTRGroup"
"280481",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"280491",32,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"280594",44,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"280622",38,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"280644",37,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"280663",16,"1",6,2,"1",0.333333333333333,"18-","0.2-0.4"
"280689",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"280715",24,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"280780",18,"1",5,1,"1",0.2,"18-","0.2-0.4"
"280794",60,"0",2,1,"1",0.5,"55-64","0.4-0.6"
"280805",46,"0",14,1,"1",0.0714285714285714,"45-54","0.0-0.2"
"280808",41,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"280819",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"280833",51,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"280853",90,"0",5,1,"1",0.2,"65+","0.2-0.4"
"280894",13,"0",1,1,"1",1,"18-","0.8-1.0"
"280895",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"280909",15,"1",5,1,"1",0.2,"18-","0.2-0.4"
"280927",46,"1",11,1,"1",0.0909090909090909,"45-54","0.0-0.2"
"280945",22,"1",4,2,"1",0.5,"18-24","0.4-0.6"
"281016",18,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"281060",55,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"281071",53,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"281197",78,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"281230",34,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"281241",60,"1",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"281333",69,"0",7,2,"1",0.285714285714286,"65+","0.2-0.4"
"281345",70,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"281363",38,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"281387",61,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"281421",34,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"281426",70,"0",5,2,"1",0.4,"65+","0.4-0.6"
"281437",79,"0",4,1,"1",0.25,"65+","0.2-0.4"
"281461",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"281508",29,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"281519",37,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"281551",33,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"281573",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"281583",57,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"281616",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"281635",49,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"281648",63,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"281708",51,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"281710",52,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"281722",55,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"281743",40,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"281778",54,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"281833",19,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"281843",68,"0",5,2,"1",0.4,"65+","0.4-0.6"
"281858",15,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"281883",32,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"281947",47,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"281955",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"281975",13,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"282017",22,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"282026",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"282027",37,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"282089",21,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"282108",44,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"282118",18,"1",4,1,"1",0.25,"18-","0.2-0.4"
"282176",62,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"282219",48,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"282242",43,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"282243",27,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"282260",48,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"282276",70,"1",4,1,"1",0.25,"65+","0.2-0.4"
"282346",56,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"282392",57,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"282469",34,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"282484",79,"0",8,1,"1",0.125,"65+","0.0-0.2"
"282553",63,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"282580",60,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"282605",18,"1",8,1,"1",0.125,"18-","0.0-0.2"
"282626",18,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"282628",31,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"282647",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"282652",20,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"282660",27,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"282679",19,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"282687",50,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"282691",60,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"282726",74,"1",4,1,"1",0.25,"65+","0.2-0.4"
"282736",36,"1",2,1,"1",0.5,"35-44","0.4-0.6"
"282743",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"282805",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"282845",24,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"282852",44,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"282910",79,"0",2,1,"1",0.5,"65+","0.4-0.6"
"282922",68,"0",15,2,"1",0.133333333333333,"65+","0.0-0.2"
"282947",38,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"283015",17,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"283059",63,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"283088",75,"0",5,1,"1",0.2,"65+","0.2-0.4"
"283090",41,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"283153",18,"1",4,1,"1",0.25,"18-","0.2-0.4"
"283199",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"283224",26,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"283251",66,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"283263",81,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"283289",72,"1",5,1,"1",0.2,"65+","0.2-0.4"
"283299",17,"1",10,1,"1",0.1,"18-","0.0-0.2"
"283324",22,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"283366",34,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"283370",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"283377",14,"1",8,1,"1",0.125,"18-","0.0-0.2"
"283379",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"283403",51,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"283484",20,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"283499",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"283520",59,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"283584",43,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"283588",50,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"283662",68,"0",5,1,"1",0.2,"65+","0.2-0.4"
"283737",60,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"283774",36,"0",12,1,"1",0.0833333333333333,"35-44","0.0-0.2"
"283843",25,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"283855",32,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"283877",54,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"283901",37,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"283948",21,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"283997",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"284022",31,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"284071",84,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"284116",41,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"284118",69,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"284124",61,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"284147",37,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"284202",28,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"284209",15,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"284223",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"284230",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"284238",62,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"284242",51,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"284266",14,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"284271",65,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"284278",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"284279",71,"0",5,1,"1",0.2,"65+","0.2-0.4"
"284313",19,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"284330",58,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"284331",16,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"284347",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"284394",76,"0",5,1,"1",0.2,"65+","0.2-0.4"
"284400",21,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"284410",52,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"284441",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"284446",24,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"284489",27,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"284519",37,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"284561",18,"0",5,1,"1",0.2,"18-","0.2-0.4"
"284589",40,"0",10,1,"1",0.1,"35-44","0.0-0.2"
"284656",40,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"284666",73,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"284678",15,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"284679",52,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"284701",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"284723",40,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"284754",48,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"284757",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"284798",19,"1",8,1,"1",0.125,"18-24","0.0-0.2"
"284821",17,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"284859",64,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"284935",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"284936",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"284971",42,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"284974",17,"1",12,1,"1",0.0833333333333333,"18-","0.0-0.2"
"285032",61,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"285099",66,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"285142",60,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"285153",36,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"285176",49,"1",8,2,"1",0.25,"45-54","0.2-0.4"
"285186",86,"0",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"285270",23,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"285299",44,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"285312",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"285316",63,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"285334",59,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"285386",62,"0",2,1,"1",0.5,"55-64","0.4-0.6"
"285464",23,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"285494",20,"1",14,1,"1",0.0714285714285714,"18-24","0.0-0.2"
"285511",20,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"285598",45,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"285609",70,"1",5,1,"1",0.2,"65+","0.2-0.4"
"285619",42,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"285640",25,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"285697",60,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"285761",59,"1",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"285792",29,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"285892",63,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"285905",59,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"285912",65,"1",5,1,"1",0.2,"65+","0.2-0.4"
"285927",36,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"285939",53,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"285996",22,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"286058",48,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"286073",37,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"286083",29,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"286121",63,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"286181",17,"0",4,1,"1",0.25,"18-","0.2-0.4"
"286211",34,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"286221",20,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"286233",41,"0",7,2,"1",0.285714285714286,"35-44","0.2-0.4"
"286291",51,"1",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"286357",23,"0",8,1,"1",0.125,"18-24","0.0-0.2"
"286361",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"286371",70,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"286386",40,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"286413",38,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"286443",67,"1",8,1,"1",0.125,"65+","0.0-0.2"
"286444",17,"0",10,2,"1",0.2,"18-","0.2-0.4"
"286453",44,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"286500",20,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"286517",24,"1",11,1,"1",0.0909090909090909,"18-24","0.0-0.2"
"286527",81,"0",4,2,"1",0.5,"65+","0.4-0.6"
"286624",61,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"286648",56,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"286649",58,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"286650",58,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"286707",61,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"286726",17,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"286751",58,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"286752",24,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"286774",23,"1",11,1,"1",0.0909090909090909,"18-24","0.0-0.2"
"286817",27,"0",10,1,"1",0.1,"25-34","0.0-0.2"
"286825",75,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"286838",73,"1",5,1,"1",0.2,"65+","0.2-0.4"
"286852",41,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"286854",26,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"286867",64,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"286873",28,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"286875",74,"0",7,2,"1",0.285714285714286,"65+","0.2-0.4"
"286882",32,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"286961",58,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"286987",22,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"286989",62,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"286992",24,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"287011",20,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"287027",22,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"287050",69,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"287125",73,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"287151",62,"1",10,2,"1",0.2,"55-64","0.2-0.4"
"287179",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"287189",18,"0",5,1,"1",0.2,"18-","0.2-0.4"
"287194",39,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"287195",50,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"287206",74,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"287223",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"287243",30,"1",2,1,"1",0.5,"25-34","0.4-0.6"
"287246",34,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"287278",39,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"287387",16,"1",5,1,"1",0.2,"18-","0.2-0.4"
"287403",47,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"287495",49,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"287499",59,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"287520",40,"1",2,1,"1",0.5,"35-44","0.4-0.6"
"287536",51,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"287559",65,"1",5,1,"1",0.2,"65+","0.2-0.4"
"287592",20,"0",8,1,"1",0.125,"18-24","0.0-0.2"
"287609",72,"0",5,1,"1",0.2,"65+","0.2-0.4"
"287619",46,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"287642",33,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"287657",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"287666",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"287755",46,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"287783",49,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"287784",79,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"287816",50,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"287855",71,"1",5,1,"1",0.2,"65+","0.2-0.4"
"287856",59,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"287866",71,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"287881",80,"0",10,1,"1",0.1,"65+","0.0-0.2"
"287904",22,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"287927",15,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"287948",30,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"288005",45,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"288023",56,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"288046",68,"0",5,1,"1",0.2,"65+","0.2-0.4"
"288047",14,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"288105",28,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"288120",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"288177",18,"1",8,1,"1",0.125,"18-","0.0-0.2"
"288181",74,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"288185",41,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"288209",53,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"288213",42,"1",12,1,"1",0.0833333333333333,"35-44","0.0-0.2"
"288219",37,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"288246",39,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"288261",41,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"288307",35,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"288327",23,"1",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"288332",63,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"288336",25,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"288366",39,"1",1,1,"1",1,"35-44","0.8-1.0"
"288380",69,"0",5,2,"1",0.4,"65+","0.4-0.6"
"288489",22,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"288498",48,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"288536",77,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"288537",68,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"288581",34,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"288595",22,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"288632",52,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"288646",57,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"288652",16,"0",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"288658",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"288700",49,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"288716",59,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"288733",38,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"288780",40,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"288783",59,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"288802",33,"0",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"288845",28,"0",12,1,"1",0.0833333333333333,"25-34","0.0-0.2"
"288914",40,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"288925",43,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"288947",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"288958",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"288978",66,"0",4,1,"1",0.25,"65+","0.2-0.4"
"288980",40,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"288981",69,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"288996",66,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"289012",47,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"289020",36,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"289033",32,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"289034",16,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"289037",29,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"289056",58,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"289154",62,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"289164",62,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"289188",67,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"289251",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"289319",89,"0",8,1,"1",0.125,"65+","0.0-0.2"
"289321",14,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"289374",51,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"289434",68,"0",4,1,"1",0.25,"65+","0.2-0.4"
"289462",23,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"289471",19,"0",3,2,"1",0.666666666666667,"18-24","0.6-0.8"
"289479",61,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"289502",22,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"289517",61,"0",7,2,"1",0.285714285714286,"55-64","0.2-0.4"
"289584",72,"0",4,1,"1",0.25,"65+","0.2-0.4"
"289632",61,"1",9,2,"1",0.222222222222222,"55-64","0.2-0.4"
"289749",25,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"289774",39,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"289874",57,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"289952",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"289967",61,"0",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"289987",42,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"289990",67,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"289991",61,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"290004",12,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"290025",62,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"290042",70,"0",8,1,"1",0.125,"65+","0.0-0.2"
"290045",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"290122",69,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"290135",36,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"290198",49,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"290212",77,"0",5,2,"1",0.4,"65+","0.4-0.6"
"290232",60,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"290305",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"290327",64,"1",2,1,"1",0.5,"55-64","0.4-0.6"
"290328",17,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"290363",19,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"290372",70,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"290387",67,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"290395",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"290398",45,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"290405",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"290417",29,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"290429",71,"1",5,2,"1",0.4,"65+","0.4-0.6"
"290440",20,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"290443",21,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"290469",74,"0",3,2,"1",0.666666666666667,"65+","0.6-0.8"
"290555",61,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"290591",60,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"290597",44,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"290617",81,"0",2,1,"1",0.5,"65+","0.4-0.6"
"290622",39,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"290640",61,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"290674",26,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"290783",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"290784",38,"0",12,1,"1",0.0833333333333333,"35-44","0.0-0.2"
"290804",47,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"290824",71,"1",5,1,"1",0.2,"65+","0.2-0.4"
"290937",41,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"290961",58,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"290989",36,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"290993",55,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"291010",75,"0",5,1,"1",0.2,"65+","0.2-0.4"
"291044",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"291051",64,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"291126",68,"1",9,1,"1",0.111111111111111,"65+","0.0-0.2"
